role,name,email,bloodGroup,city,phone,lat,lng,isAvailable,status
donor,Simran Chawla,simranchawla33@hotmail.com,O+,Greater Noida,7976803188,28.58369,77.487415,false,approved
donor,Om Arora,omarora34@ymail.com,B+,Noida,6930353157,28.541869,77.428296,true,pending
donor,Kajal Mittal,kajalmittal35@gmail.com,A+,Noida,8141078352,28.51626,77.386913,false,approved
donor,Nikita Varma,nikitavarma36@gmail.com,A+,New Delhi,6861052404,28.637212,77.17998,false,approved
donor,Tanvi Nanda,tanvinanda37@ymail.com,O-,New Delhi,8769108025,28.612783,77.262004,false,approved
donor,Rishabh Grewal,rishabhgrewal38@hotmail.com,B+,Noida,7305986733,28.563067,77.488073,true,pending
donor,Pooja Bajaj,poojabajaj39@outlook.com,B+,New Delhi,8325681936,28.635978,77.194996,true,approved
donor,Vipin Jha,vipinjha40@yahoo.com,B+,Faridabad,7807435606,28.316959,77.30309,true,approved
donor,Usha Kaur,ushakaur41@ymail.com,O+,New Delhi,6149621604,28.598969,77.168784,false,approved
donor,Varun Wadhwa,varunwadhwa42@ymail.com,O+,Ghaziabad,9529123992,28.648797,77.464015,true,approved
donor,Vandana Wadhwa,vandanawadhwa43@gmail.com,B+,New Delhi,9153921577,28.661481,77.279368,true,approved
donor,Yogesh Grewal,yogeshgrewal44@rediffmail.com,B+,Sonipat,9757830420,29.063001,77.128404,true,pending
donor,Vishal Walia,vishalwalia45@yahoo.com,A+,Greater Noida,7784683755,28.455462,77.594419,true,approved
donor,Vipin Bhatnagar,vipinbhatnagar46@ymail.com,O+,Noida,6248578017,28.522625,77.376607,true,approved
donor,Varun Saxena,varunsaxena47@outlook.com,B+,New Delhi,9518197538,28.730968,77.19602,true,approved
donor,Vanita Bajaj,vanitabajaj48@hotmail.com,O+,Noida,9997356828,28.562853,77.449503,true,approved
donor,Om Tyagi,omtyagi49@yahoo.com,B+,New Delhi,8818197581,28.685828,77.151079,true,approved
donor,Hitesh Dewan,hiteshdewan50@rediffmail.com,A+,Ghaziabad,6190137896,28.72855,77.333925,true,approved
donor,Siddharth Mishra,siddharthmishra51@yahoo.com,O+,Gurugram,9398775766,28.500402,77.116385,true,approved
donor,Akash Nanda,akashnanda52@rediffmail.com,AB-,Noida,6938842599,28.643593,77.308052,true,approved
donor,Akash Dewan,akashdewan53@yahoo.com,O+,Ghaziabad,7599326438,28.739893,77.491725,true,approved
donor,Tanya Luthra,tanyaluthra54@gmail.com,A+,Sonipat,6721358005,28.905136,77.012391,true,pending
donor,Suraj Luthra,surajluthra55@yahoo.com,B+,Gurugram,7209415691,28.489439,77.010317,true,approved
donor,Meena Reddy,meenareddy56@gmail.com,B+,Ghaziabad,6643271261,28.729509,77.303163,true,approved
donor,Vikram Patel,vikrampatel57@ymail.com,A+,Gurugram,9289125618,28.496759,77.143095,true,approved
donor,Kajal Rai,kajalrai58@hotmail.com,B+,Gurugram,8446071904,28.520343,77.116146,true,approved
donor,Prashant Pillai,prashantpillai59@hotmail.com,B+,Noida,6630757561,28.627643,77.336368,true,approved
donor,Sahil Kumar,sahilkumar60@rediffmail.com,A+,Ghaziabad,7191926217,28.648271,77.401607,true,approved
donor,Aarti Gandhi,aartigandhi61@ymail.com,B+,New Delhi,8337937327,28.63088,77.110826,true,approved
donor,Komal Verma,komalverma62@outlook.com,AB-,Ghaziabad,8854684750,28.690749,77.376656,true,approved
donor,Ritesh Chopra,riteshchopra63@ymail.com,AB+,Ghaziabad,7332341238,28.747721,77.369125,true,approved
donor,Nidhi Malhotra,nidhimalhotra64@gmail.com,O+,New Delhi,7424557359,28.55283,77.183534,true,pending
donor,Komal Malhotra,komalmalhotra65@ymail.com,O+,Faridabad,9210152642,28.474544,77.314813,true,approved
donor,Manish Batra,manishbatra66@outlook.com,A+,New Delhi,6530256336,28.648349,77.194255,true,approved
donor,Meena Mehta,meenamehta67@gmail.com,O+,Gurugram,7932894596,28.454515,77.040103,true,approved
donor,Vikas Mehta,vikasmehta68@rediffmail.com,O+,Sonipat,6918982730,28.941558,76.992205,true,approved
donor,Lokesh Ahuja,lokeshahuja69@gmail.com,O+,Greater Noida,9412737284,28.406528,77.472026,true,approved
donor,Ashish Jha,ashishjha70@yahoo.com,O+,Gurugram,7556489494,28.372955,76.994962,true,approved
donor,Jai Bhatnagar,jaibhatnagar71@gmail.com,A+,Ghaziabad,8571537429,28.624871,77.472169,true,pending
donor,Deepika Yadav,deepikayadav72@hotmail.com,O+,New Delhi,9888699799,28.614464,77.112592,true,pending
donor,Monika Chandra,monikachandra73@gmail.com,B+,Noida,6919382051,28.61344,77.3941,true,pending
donor,Manish Chandra,manishchandra74@hotmail.com,A+,Sonipat,9473620340,28.98167,77.014212,true,approved
donor,Uday Kohli,udaykohli75@hotmail.com,B+,Noida,6588365604,28.513209,77.35048,true,approved
donor,Divya Shah,divyashah76@gmail.com,A+,Greater Noida,6301415220,28.503688,77.555658,true,approved
donor,Ansh Joshi,anshjoshi77@outlook.com,O+,Noida,9230380269,28.50433,77.426004,false,approved
donor,Rishabh Ahuja,rishabhahuja78@gmail.com,B+,New Delhi,6595475899,28.739412,77.211927,true,pending
donor,Rakesh Varma,rakeshvarma79@ymail.com,B+,Greater Noida,9361704064,28.491357,77.43616,true,approved
donor,Tanya Wadhwa,tanyawadhwa80@yahoo.com,O+,Gurugram,9464938258,28.53685,77.051548,false,approved
donor,Ravi Soni,ravisoni81@rediffmail.com,AB-,Greater Noida,7579476614,28.507716,77.486281,true,approved
donor,Yash Chatterjee,yashchatterjee82@outlook.com,O+,Ghaziabad,9350785761,28.771203,77.402694,true,approved
donor,Siddharth Pathak,siddharthpathak83@ymail.com,A+,Bahadurgarh,9139749508,28.662625,76.976535,true,approved
donor,Vipin Chawla,vipinchawla84@rediffmail.com,B+,Gurugram,9803066091,28.543991,76.964966,false,approved
donor,Prachi Kohli,prachikohli85@hotmail.com,O+,Noida,9440012324,28.59402,77.477488,true,approved
donor,Prachi Bhatnagar,prachibhatnagar86@yahoo.com,B-,Noida,7901834280,28.513557,77.495668,false,approved
donor,Dhruv Singh,dhruvsingh87@yahoo.com,O+,New Delhi,8954852540,28.561224,77.139616,true,approved
donor,Uday Bajaj,udaybajaj88@ymail.com,O+,New Delhi,9765408938,28.686627,77.174417,true,approved
donor,Priya Khanna,priyakhanna89@hotmail.com,B+,Faridabad,9408842146,28.435522,77.231595,true,approved
donor,Neha Mehta,nehamehta90@ymail.com,B+,Noida,8313907621,28.649906,77.470667,true,approved
donor,Sanjay Bajaj,sanjaybajaj91@outlook.com,O+,Bahadurgarh,9394721069,28.65081,76.966507,false,pending
donor,Nikita Nanda,nikitananda92@hotmail.com,A+,Noida,7751831074,28.62029,77.343801,true,approved
donor,Usha Malik,ushamalik93@ymail.com,A+,Ghaziabad,6431714152,28.757722,77.308341,true,approved
donor,Rakesh Mishra,rakeshmishra94@ymail.com,O+,New Delhi,8669998399,28.650359,77.118132,true,pending
donor,Anjali Sethi,anjalisethi95@outlook.com,A+,Gurugram,9180852074,28.378151,77.1433,false,approved
donor,Suraj Thakur,surajthakur96@rediffmail.com,O+,Noida,8676140134,28.518538,77.373717,false,approved
donor,Siddharth Shah,siddharthshah97@ymail.com,O-,Ghaziabad,9126870011,28.723909,77.535792,true,approved
donor,Radha Bhatnagar,radhabhatnagar98@ymail.com,B+,Gurugram,9225279834,28.377955,77.139252,true,approved
donor,Dhruv Kaur,dhruvkaur99@rediffmail.com,B+,Noida,9730651895,28.61134,77.330905,true,approved
donor,Anushka Dewan,anushkadewan100@hotmail.com,AB+,New Delhi,8333291547,28.638677,77.287639,false,approved
donor,Shikha Patel,shikhapatel101@rediffmail.com,AB+,Noida,9396225446,28.528471,77.324432,false,approved
donor,Ritu Joshi,ritujoshi102@ymail.com,B+,New Delhi,8361530104,28.747764,77.246745,true,approved
donor,Komal Joshi,komaljoshi103@rediffmail.com,A+,New Delhi,7946799779,28.730106,77.050709,false,approved
donor,Hitesh Yadav,hiteshyadav104@outlook.com,O+,Ghaziabad,6241522640,28.602972,77.497496,true,approved
donor,Lokesh Khanna,lokeshkhanna105@gmail.com,A+,Greater Noida,6611365210,28.489655,77.49051,true,approved
donor,Om Dewan,omdewan106@gmail.com,A+,Faridabad,8591819409,28.428668,77.20623,false,approved
donor,Vikas Jha,vikasjha107@gmail.com,A+,Greater Noida,6445864933,28.521659,77.416421,true,approved
donor,Komal Luthra,komalluthra108@outlook.com,AB-,Greater Noida,9642831335,28.521085,77.424795,false,approved
donor,Rashmi Wadhwa,rashmiwadhwa109@rediffmail.com,A+,Greater Noida,7544328940,28.467786,77.513375,true,approved
donor,Vikas Mishra,vikasmishra110@ymail.com,O-,New Delhi,9172083844,28.568245,77.071341,true,approved
donor,Shubham Sethi,shubhamsethi111@yahoo.com,O+,Sonipat,8819421270,28.924446,77.02072,true,approved
donor,Sonu Batra,sonubatra112@outlook.com,O+,New Delhi,7266140258,28.681347,77.106061,true,approved
donor,Shubham Chopra,shubhamchopra113@outlook.com,O+,Noida,6753903309,28.639363,77.465892,true,approved
donor,Simran Pillai,simranpillai114@outlook.com,O+,New Delhi,7708082645,28.681469,77.067396,false,pending
donor,Dev Nanda,devnanda115@rediffmail.com,O-,Greater Noida,7497341481,28.462327,77.481096,false,approved
donor,Ansh Garg,anshgarg116@yahoo.com,B+,Ghaziabad,8575788930,28.732388,77.421415,true,approved
donor,Usha Varma,ushavarma117@gmail.com,B+,Noida,9665791188,28.60007,77.309083,true,approved
donor,Aarav Joshi,aaravjoshi118@outlook.com,O+,New Delhi,8410791488,28.615624,77.051932,false,approved
donor,Siddharth Yadav,siddharthyadav119@ymail.com,B+,Gurugram,8177390472,28.429414,77.098408,true,approved
donor,Ashish Trehan,ashishtrehan120@outlook.com,B+,Noida,9410864588,28.517276,77.304171,true,approved
donor,Prachi Srivastava,prachisrivastava121@ymail.com,O-,Greater Noida,6361259074,28.487135,77.500112,true,approved
donor,Tanya Mittal,tanyamittal122@yahoo.com,A+,New Delhi,6669732591,28.65199,77.276481,true,approved
donor,Radha Shah,radhashah123@yahoo.com,O+,Noida,7746820987,28.52293,77.45183,true,pending
donor,Preeti Tyagi,preetityagi124@hotmail.com,B+,Ghaziabad,8773469560,28.663228,77.409941,true,approved
donor,Raj Chandra,rajchandra125@gmail.com,B+,Noida,9140380477,28.508534,77.466339,true,approved
donor,Dev Dewan,devdewan126@rediffmail.com,B+,Ghaziabad,6582897882,28.78181,77.442914,true,approved
donor,Deepika Garg,deepikagarg127@gmail.com,O+,Faridabad,8866990485,28.316866,77.329225,true,approved
donor,Vipin Verma,vipinverma128@rediffmail.com,O+,Noida,8515985367,28.561315,77.367673,true,approved
donor,Radha Mittal,radhamittal129@gmail.com,O+,Ghaziabad,8370578414,28.744747,77.464141,false,approved
donor,Sagar Chauhan,sagarchauhan130@rediffmail.com,O+,Noida,9238460786,28.589256,77.4876,true,approved
donor,Sagar Shah,sagarshah131@yahoo.com,B-,Sonipat,6793663866,29.034091,77.051698,true,approved
donor,Nitin Mittal,nitinmittal132@hotmail.com,O+,New Delhi,6417604347,28.718886,77.075285,false,approved
donor,Jyoti Bansal,jyotibansal133@ymail.com,A+,Ghaziabad,9265627642,28.632449,77.507836,false,approved
donor,Kunal Malik,kunalmalik134@hotmail.com,B+,Ghaziabad,7576954730,28.722119,77.488098,false,approved
donor,Parth Mehta,parthmehta135@hotmail.com,A+,Noida,9595725097,28.615416,77.455625,true,approved
donor,Kartik Shah,kartikshah136@yahoo.com,B+,Faridabad,6788460744,28.396118,77.274242,false,approved
donor,Garima Thakur,garimathakur137@gmail.com,O+,New Delhi,9651208305,28.57947,77.159368,false,approved
donor,Vishal Wadhwa,vishalwadhwa138@outlook.com,O+,New Delhi,8353164777,28.627233,77.070401,true,approved
donor,Dhruv Soni,dhruvsoni139@ymail.com,O+,New Delhi,6408034406,28.733479,77.168114,false,approved
donor,Aarti Singh,aartisingh140@rediffmail.com,A+,New Delhi,7996534803,28.579904,77.285056,true,approved
donor,Vidya Malhotra,vidyamalhotra141@yahoo.com,O+,New Delhi,9167438668,28.572172,77.276287,true,approved
donor,Divya Bajaj,divyabajaj142@yahoo.com,O+,Noida,8358303887,28.5856,77.337463,true,approved
donor,Shivam Bhatnagar,shivambhatnagar143@rediffmail.com,B+,Bahadurgarh,6519246503,28.737333,76.884353,true,approved
donor,Tanya Arora,tanyaarora144@outlook.com,O+,New Delhi,6928393291,28.666381,77.23917,true,approved
donor,Sahil Shah,sahilshah145@ymail.com,A+,Ghaziabad,9778321204,28.636456,77.333713,false,pending
donor,Ankit Malhotra,ankitmalhotra146@yahoo.com,A+,Faridabad,8432941445,28.403077,77.397825,true,approved
donor,Usha Gandhi,ushagandhi147@yahoo.com,O-,Gurugram,8393364102,28.374895,77.023604,false,approved
donor,Sunil Mittal,sunilmittal148@yahoo.com,B-,Noida,8960226208,28.512392,77.3849,true,pending
donor,Manish Yadav,manishyadav149@outlook.com,O+,Noida,8429097422,28.566887,77.443533,true,approved
donor,Vishal Bansal,vishalbansal150@ymail.com,A-,Ghaziabad,9394801573,28.727894,77.497869,true,approved
donor,Tushar Patel,tusharpatel151@rediffmail.com,A+,New Delhi,6253308283,28.719734,77.219522,true,approved
donor,Parth Rai,parthrai152@ymail.com,O-,Sonipat,6749715626,28.930688,77.039985,true,approved
donor,Ashish Bajaj,ashishbajaj153@yahoo.com,O-,Noida,8368018471,28.644078,77.305183,true,approved
donor,Kritika Chopra,kritikachopra154@outlook.com,O+,Greater Noida,8845156039,28.583296,77.5228,true,approved
donor,Vishal Gupta,vishalgupta155@ymail.com,AB-,Gurugram,8817087513,28.419485,76.962988,true,approved
donor,Kartik Luthra,kartikluthra156@ymail.com,B-,New Delhi,8646272321,28.594848,77.296283,false,approved
donor,Aparna Arora,aparnaarora157@outlook.com,B+,Greater Noida,7757074545,28.576849,77.416437,true,approved
donor,Anjali Verma,anjaliverma158@hotmail.com,B+,Ghaziabad,7440405868,28.728468,77.412494,true,approved
donor,Vidya Ahuja,vidyaahuja159@ymail.com,O+,Sonipat,9639945876,29.082142,76.961083,true,approved
donor,Kunal Goyal,kunalgoyal160@outlook.com,B-,Noida,8184675178,28.537591,77.427011,true,approved
donor,Ravi Dewan,ravidewan161@rediffmail.com,B+,New Delhi,7283825267,28.681747,77.230158,true,approved
donor,Meena Bansal,meenabansal162@gmail.com,O+,Ghaziabad,8799145494,28.642162,77.443034,true,approved
donor,Preeti Yadav,preetiyadav163@outlook.com,AB+,Greater Noida,9419367188,28.490709,77.572153,true,approved
donor,Yogesh Joshi,yogeshjoshi164@outlook.com,O+,Faridabad,8888340979,28.497605,77.269074,true,approved
donor,Divya Ahuja,divyaahuja165@gmail.com,O+,New Delhi,9366200875,28.578176,77.062651,false,approved
donor,Varun Kaur,varunkaur166@yahoo.com,O+,Ghaziabad,8303832812,28.752624,77.424566,true,approved
donor,Rishabh Tyagi,rishabhtyagi167@gmail.com,AB+,Greater Noida,7331009561,28.516669,77.412165,true,approved
donor,Rashmi Jha,rashmijha168@hotmail.com,B+,Faridabad,9243811545,28.476491,77.345502,false,approved
donor,Tushar Batra,tusharbatra169@rediffmail.com,O+,Ghaziabad,6514838889,28.700851,77.491101,true,pending
donor,Shikha Dewan,shikhadewan170@gmail.com,AB+,Noida,8698967370,28.640842,77.450993,true,approved
donor,Deepika Bansal,deepikabansal171@gmail.com,O+,Noida,9657629251,28.568548,77.421252,true,approved
donor,Pooja Mishra,poojamishra172@yahoo.com,AB-,Gurugram,8737506993,28.417275,77.115658,true,approved
donor,Ravi Tiwari,ravitiwari173@gmail.com,O+,New Delhi,9726745401,28.611536,77.274692,false,approved
donor,Nidhi Tiwari,nidhitiwari174@outlook.com,B+,Bahadurgarh,7874597473,28.655136,76.928045,true,approved
donor,Vidya Soni,vidyasoni175@hotmail.com,A+,New Delhi,6304853117,28.553787,77.128423,true,approved
donor,Uday Varma,udayvarma176@rediffmail.com,B+,Faridabad,6857820386,28.327616,77.241468,true,approved
donor,Jyoti Pathak,jyotipathak177@outlook.com,O+,Faridabad,8686556403,28.370857,77.354398,false,approved
donor,Shreya Khanna,shreyakhanna178@rediffmail.com,O+,New Delhi,8341449138,28.738297,77.295565,false,approved
donor,Shreya Luthra,shreyaluthra179@hotmail.com,B+,Ghaziabad,8409011489,28.624375,77.469156,true,pending
donor,Sandeep Rai,sandeeprai180@yahoo.com,O+,Sonipat,6471904990,29.084802,77.081194,false,approved
donor,Kajal Kumar,kajalkumar181@rediffmail.com,O+,New Delhi,7360337343,28.560153,77.276296,true,approved
donor,Dhruv Saxena,dhruvsaxena182@outlook.com,B+,Ghaziabad,7105563528,28.792904,77.544478,true,approved
donor,Aarti Tiwari,aartitiwari183@ymail.com,A+,Noida,8793527609,28.508874,77.453745,true,approved
donor,Tanvi Malik,tanvimalik184@gmail.com,A-,Noida,7139019611,28.649576,77.379399,true,pending
donor,Rakesh Wadhwa,rakeshwadhwa185@gmail.com,O+,Ghaziabad,8405545745,28.69087,77.460328,true,approved
donor,Ishan Thakur,ishanthakur186@rediffmail.com,O+,Gurugram,8274476883,28.496224,77.079657,false,approved
donor,Sahil Reddy,sahilreddy187@outlook.com,B+,New Delhi,9987973565,28.635541,77.131982,true,approved
donor,Ishan Tiwari,ishantiwari188@outlook.com,O+,Noida,7579678614,28.613063,77.490807,true,approved
donor,Aditya Khanna,adityakhanna189@ymail.com,B-,New Delhi,6599714064,28.611361,77.151354,true,approved
donor,Sneha Rai,sneharai190@outlook.com,O+,Faridabad,8494647257,28.422925,77.243826,true,approved
donor,Tanya Desai,tanyadesai191@outlook.com,B-,Faridabad,7918040539,28.349493,77.350948,false,approved
donor,Vishal Verma,vishalverma192@ymail.com,O+,Ghaziabad,6989889367,28.70953,77.426372,true,approved
donor,Rohit Thakur,rohitthakur193@rediffmail.com,O+,New Delhi,9197647841,28.729778,77.161371,true,approved
donor,Varun Srivastava,varunsrivastava194@rediffmail.com,B+,Ghaziabad,8876616079,28.604354,77.363614,true,approved
donor,Ashish Bansal,ashishbansal195@hotmail.com,B-,Greater Noida,6174108740,28.597227,77.518018,true,approved
donor,Ishan Rai,ishanrai196@ymail.com,B+,Noida,9581613078,28.630443,77.481353,true,approved
donor,Ritu Trehan,ritutrehan197@rediffmail.com,B+,Noida,7676876906,28.558959,77.325469,false,approved
donor,Usha Arora,ushaarora198@outlook.com,B+,Greater Noida,9984076542,28.445933,77.515156,true,approved
donor,Sonu Pillai,sonupillai199@gmail.com,A+,Noida,6358413465,28.530912,77.320179,true,approved
donor,Sneha Trehan,snehatrehan200@gmail.com,A+,Noida,7679562681,28.53259,77.472746,true,approved
donor,Rakesh Kapoor,rakeshkapoor201@ymail.com,O+,Ghaziabad,8354373770,28.660353,77.335815,true,approved
donor,Ravi Kumar,ravikumar202@gmail.com,AB+,Faridabad,7772155012,28.43575,77.31117,true,approved
donor,Radha Grewal,radhagrewal203@hotmail.com,B+,Ghaziabad,9260221190,28.659978,77.34597,true,approved
donor,Om Mehta,ommehta204@ymail.com,A+,Faridabad,9547221915,28.411457,77.226819,true,approved
donor,Radha Chauhan,radhachauhan205@hotmail.com,O-,Greater Noida,7155337035,28.453692,77.568418,true,approved
donor,Mohit Sethi,mohitsethi206@rediffmail.com,B+,New Delhi,7457517705,28.610638,77.277249,true,approved
donor,Tanvi Chopra,tanvichopra207@ymail.com,B+,New Delhi,7525880424,28.733025,77.18802,false,approved
donor,Kajal Gandhi,kajalgandhi208@outlook.com,O+,Greater Noida,9600368062,28.419722,77.64533,true,approved
donor,Nikhil Patel,nikhilpatel209@outlook.com,O+,Faridabad,7117415986,28.352155,77.386952,true,approved
donor,Karan Jain,karanjain210@outlook.com,O-,Gurugram,9691247918,28.480922,77.086969,true,approved
donor,Sonu Gandhi,sonugandhi211@ymail.com,B+,Gurugram,8281747678,28.377992,77.059309,true,approved
donor,Radha Batra,radhabatra212@rediffmail.com,A+,New Delhi,6920702588,28.551277,77.084373,true,approved
donor,Karan Agarwal,karanagarwal213@yahoo.com,B+,New Delhi,9807901168,28.647571,77.051653,true,approved
donor,Jyoti Malik,jyotimalik214@outlook.com,AB+,New Delhi,9965615974,28.737942,77.094817,false,approved
donor,Parth Jain,parthjain215@rediffmail.com,O+,Noida,9184846271,28.555958,77.381205,true,pending
donor,Om Mehta,ommehta216@ymail.com,A+,Ghaziabad,6200395400,28.681056,77.394292,true,approved
donor,Simran Goyal,simrangoyal217@gmail.com,A+,Ghaziabad,8707583925,28.795466,77.54346,false,pending
donor,Pankaj Joshi,pankajjoshi218@ymail.com,B+,Noida,6834899763,28.638838,77.479862,true,approved
donor,Ritesh Arora,ritesharora219@yahoo.com,O+,Gurugram,9182611003,28.409855,77.062792,true,approved
donor,Seema Walia,seemawalia220@rediffmail.com,B+,Gurugram,6637722224,28.499091,77.019172,true,approved
donor,Ashish Mittal,ashishmittal221@rediffmail.com,B+,Ghaziabad,8131810311,28.726825,77.495887,true,approved
donor,Komal Pathak,komalpathak222@hotmail.com,B+,Ghaziabad,6929108437,28.723723,77.499514,false,approved
donor,Karan Pathak,karanpathak223@ymail.com,B+,Gurugram,8487298927,28.37131,76.951039,true,approved
donor,Rahul Chawla,rahulchawla224@yahoo.com,O+,Greater Noida,9210909937,28.405252,77.488479,true,approved
donor,Rohit Trehan,rohittrehan225@hotmail.com,O+,Noida,6878295151,28.63517,77.481042,false,approved
donor,Kunal Jha,kunaljha226@hotmail.com,O+,Noida,9256696327,28.50949,77.386935,true,approved
donor,Ashish Patel,ashishpatel227@outlook.com,O+,Ghaziabad,7591625191,28.621394,77.376164,false,approved
donor,Prachi Pathak,prachipathak228@outlook.com,O+,Gurugram,7422589929,28.414133,77.139456,true,approved
donor,Suraj Mishra,surajmishra229@outlook.com,B-,Greater Noida,7449917685,28.475211,77.604124,true,approved
donor,Meena Jain,meenajain230@rediffmail.com,O+,Gurugram,6880839406,28.442324,77.091673,true,approved
donor,Shreya Bhatnagar,shreyabhatnagar231@hotmail.com,B+,Ghaziabad,7371314895,28.731733,77.478809,false,approved
donor,Nidhi Tiwari,nidhitiwari232@rediffmail.com,B+,Faridabad,9683734594,28.307353,77.393686,false,approved
donor,Nidhi Dhawan,nidhidhawan233@gmail.com,A+,Ghaziabad,8278604592,28.7294,77.311074,false,approved
donor,Tushar Pillai,tusharpillai234@outlook.com,A+,New Delhi,6377818215,28.5944,77.236713,true,approved
donor,Om Singh,omsingh235@outlook.com,B+,Ghaziabad,7470405910,28.799541,77.420693,true,pending
donor,Deepak Chopra,deepakchopra236@ymail.com,O+,Noida,7659542785,28.572439,77.395233,true,approved
donor,Ritesh Bhatnagar,riteshbhatnagar237@outlook.com,A+,New Delhi,8795752405,28.571873,77.250013,false,approved
donor,Garima Gupta,garimagupta238@rediffmail.com,O+,Noida,9348952994,28.619663,77.425952,true,approved
donor,Suraj Arora,surajarora239@ymail.com,A+,Greater Noida,9517509245,28.40089,77.453699,true,approved
donor,Aryan Bajaj,aryanbajaj240@gmail.com,A+,New Delhi,8311606895,28.64151,77.115588,false,approved
donor,Priya Mishra,priyamishra241@rediffmail.com,B+,Ghaziabad,8477940931,28.769104,77.454341,false,approved
donor,Ravi Bose,ravibose242@rediffmail.com,O+,New Delhi,6356165519,28.611076,77.095761,true,approved
donor,Varun Desai,varundesai243@yahoo.com,B+,New Delhi,7695832844,28.583373,77.122209,true,approved
donor,Prachi Batra,prachibatra244@outlook.com,O+,New Delhi,9702994164,28.651088,77.173742,true,approved
donor,Vipin Tyagi,vipintyagi245@yahoo.com,B+,Gurugram,7413629152,28.356539,76.994969,true,approved
donor,Meena Nanda,meenananda246@hotmail.com,B+,Ghaziabad,8932271276,28.708621,77.547723,true,approved
donor,Vanita Malik,vanitamalik247@hotmail.com,O+,Noida,7419662531,28.631221,77.306446,true,approved
donor,Dev Singh,devsingh248@gmail.com,A+,New Delhi,8863166250,28.672052,77.157042,true,approved
donor,Nikhil Sethi,nikhilsethi249@gmail.com,O-,Noida,7447520416,28.64685,77.358527,true,pending
